month,town,flat_type,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,address,lat,long
2020-01,bishan,5 room,07 to 09,121,premium apartment,1998,77 years 05 months,690000,291 bishan street 24,1.3586854,103.843008
2020-01,bishan,5 room,13 to 15,120,dbss,2011,90 years 07 months,860000,273a bishan street 24,1.3586854,103.843008
2020-01,bishan,5 room,04 to 06,123,improved,1990,69 years 01 month,690000,443 sin ming avenue,1.3636074,103.8334151
2020-01,bishan,5 room,10 to 12,125,improved,1989,69 years,700000,450 sin ming avenue,1.3636074,103.8334151
2020-01,bishan,5 room,10 to 12,125,improved,1990,69 years 01 month,690000,444 sin ming avenue,1.3636074,103.8334151
2020-01,bishan,executive,01 to 03,151,apartment,1986,65 years 10 months,780000,134 bishan street 12,1.3455006,103.8521437
2020-01,bishan,executive,04 to 06,146,maisonette,1987,66 years 01 month,940000,187 bishan street 13,1.34979195,103.8512608
2020-01,bishan,executive,01 to 03,142,apartment,1987,66 years 01 month,850000,187 bishan street 13,1.34979195,103.8512608
2020-01,bishan,executive,04 to 06,150,maisonette,1992,71 years 07 months,880000,261 bishan street 22,1.3592269,103.8435598
2020-01,bishan,executive,04 to 06,149,maisonette,1992,71 years 06 months,815000,238 bishan street 22,1.35986965,103.8445309
2020-01,bishan,executive,04 to 06,149,maisonette,1992,71 years 03 months,913000,212 bishan street 23,1.35660455,103.848148
2020-01,bukit batok,3 room,01 to 03,64,simplified,1987,66 years 11 months,250000,275 bukit batok east avenue 4,1.3481162,103.7583497
2020-01,bukit batok,3 room,01 to 03,64,simplified,1986,65 years 08 months,235000,272 bukit batok east avenue 4,1.3484624,103.758019
2020-01,bukit batok,3 room,04 to 06,67,new generation,1985,64 years 05 months,250000,235 bukit batok east avenue 5,1.34861805,103.7562372
2020-01,bukit batok,3 room,01 to 03,67,new generation,1985,64 years 02 months,240000,239 bukit batok east avenue 5,1.3500192,103.7555286
2020-01,bukit batok,3 room,04 to 06,67,new generation,1998,77 years,240000,152 bukit batok street 11,1.3483439,103.7442629
2020-01,bukit batok,3 room,07 to 09,67,new generation,1985,64 years 07 months,288000,212 bukit batok street 21,1.34696405,103.7519258
2020-01,bukit batok,3 room,04 to 06,64,simplified,1987,67 years,270000,333 bukit batok street 32,1.36416545,103.7478149
2020-01,bukit batok,3 room,01 to 03,68,new generation,1986,65 years 03 months,260000,318 bukit batok street 32,1.3609538,103.7470778
2020-01,bukit batok,3 room,10 to 12,64,simplified,1988,67 years 04 months,235000,324 bukit batok street 33,1.36217615,103.747652
2020-01,bukit batok,3 room,01 to 03,60,improved,1987,66 years 06 months,245000,528 bukit batok street 51,1.3566561,103.751335
2020-01,bukit batok,3 room,10 to 12,60,improved,1988,67 years 01 month,260000,533 bukit batok street 51,1.3558769,103.7498385
2020-01,bukit batok,3 room,04 to 06,64,simplified,1987,66 years 07 months,260000,503 bukit batok street 52,1.3515693,103.7534488
2020-01,bukit batok,3 room,07 to 09,60,improved,1987,66 years 05 months,235000,523 bukit batok street 52,1.3566164,103.7523068
2020-01,bukit batok,3 room,04 to 06,73,model a,1987,66 years 04 months,282000,539 bukit batok street 52,1.35478775,103.7508994
2020-01,bukit batok,3 room,07 to 09,73,model a,1987,66 years 04 months,267000,539 bukit batok street 52,1.35478775,103.7508994
2020-01,bukit batok,3 room,10 to 12,73,model a,1984,64 years,262000,131 bukit batok west avenue 6,1.3521623,103.745313
2020-01,bukit batok,3 room,01 to 03,68,new generation,1984,63 years 11 months,248000,135 bukit batok west avenue 6,1.3512245,103.7448459
2020-01,bukit batok,3 room,04 to 06,73,model a,1984,64 years,250000,178 bukit batok west avenue 8,1.3584397,103.7419916
2020-01,bukit batok,3 room,01 to 03,73,model a,1985,64 years 01 month,242000,177 bukit batok west avenue 8,1.3584397,103.7419916
2020-01,bukit batok,4 room,07 to 09,103,model a,1985,64 years 02 months,358000,258 bukit batok east avenue 4,1.3512517,103.7589183
2020-01,bukit batok,4 room,04 to 06,104,model a,1985,64 years 07 months,350800,268 bukit batok east avenue 4,1.3492383,103.7592403
2020-01,bukit batok,4 room,01 to 03,93,new generation,1985,64 years 01 month,330000,239 bukit batok east avenue 5,1.3500192,103.7555286
2020-01,bukit batok,4 room,13 to 15,104,model a,1984,63 years 06 months,392000,161 bukit batok street 11,1.34845485,103.7420858
2020-01,bukit batok,4 room,07 to 09,91,new generation,1985,64 years 03 months,350800,219 bukit batok street 21,1.34704205,103.75476
2020-01,bukit batok,4 room,04 to 06,108,model a,1985,64 years 04 months,385000,210 bukit batok street 21,1.3456452,103.7495775
2020-01,bukit batok,4 room,07 to 09,91,model a2,1998,77 years 08 months,345000,288c bukit batok street 25,1.3461037,103.7596515
2020-01,bukit batok,4 room,07 to 09,101,model a,1998,77 years 01 month,400000,289e bukit batok street 25,1.34402605,103.758983
2020-01,bukit batok,4 room,01 to 03,84,simplified,1985,65 years,325888,369 bukit batok street 31,1.3601861,103.7513187
2020-01,bukit batok,4 room,04 to 06,84,simplified,1985,64 years 10 months,325000,370 bukit batok street 31,1.3599577,103.749307
2020-01,bukit batok,4 room,04 to 06,93,new generation,1985,64 years 06 months,335000,305 bukit batok street 31,1.35783005,103.7479711
2020-01,bukit batok,4 room,04 to 06,84,simplified,1986,65 years 10 months,333000,358 bukit batok street 31,1.3613952,103.7507986
2020-01,bukit batok,4 room,07 to 09,84,simplified,1986,65 years 11 months,285000,336 bukit batok street 32,1.3645094,103.7485597
2020-01,bukit batok,4 room,04 to 06,84,simplified,1986,65 years 10 months,305000,331 bukit batok street 33,1.36381795,103.7474076
2020-01,bukit batok,4 room,04 to 06,103,model a,1987,66 years 02 months,325000,343 bukit batok street 34,1.36240545,103.749187
2020-01,bukit batok,4 room,01 to 03,94,new generation,1988,67 years 05 months,310000,420 bukit batok west avenue 2,1.36252745,103.7458083
2020-01,bukit batok,4 room,07 to 09,94,new generation,1988,67 years 04 months,325000,420 bukit batok west avenue 2,1.36252745,103.7458083
2020-01,bukit batok,4 room,22 to 24,90,model a,2005,84 years,428000,384 bukit batok west avenue 5,1.36291895,103.7522882
2020-01,bukit batok,4 room,07 to 09,103,model a,1984,63 years 07 months,400000,118 bukit batok west avenue 6,1.3469414,103.7455311
2020-01,bukit batok,4 room,04 to 06,107,model a,1985,64 years 05 months,350000,108 bukit batok west avenue 6,1.3473442,103.7469207
2020-01,bukit batok,4 room,01 to 03,111,model a,1984,63 years 07 months,398000,114 bukit batok west avenue 6,1.34886615,103.7459758
2020-01,bukit batok,4 room,04 to 06,93,new generation,1984,63 years 09 months,330000,137 bukit batok west avenue 6,1.35055505,103.7450324
2020-01,bukit batok,4 room,04 to 06,100,model a,1997,76 years 05 months,410000,193 bukit batok west avenue 6,1.34594955,103.7444877
2020-01,bukit batok,4 room,07 to 09,93,new generation,1984,63 years 10 months,330000,180 bukit batok west avenue 8,1.3584397,103.7419916
2020-01,bukit batok,4 room,01 to 03,96,new generation,1985,64 years 01 month,310000,179 bukit batok west avenue 8,1.3584397,103.7419916
2020-01,bukit batok,4 room,04 to 06,93,new generation,1985,64 years,321000,175 bukit batok west avenue 8,1.3584397,103.7419916
2020-01,bukit batok,5 room,04 to 06,120,improved,1997,76 years 05 months,580000,625 bukit batok central,1.35149965,103.7487617
2020-01,bukit batok,5 room,10 to 12,121,improved,1985,64 years 04 months,466000,216 bukit batok street 21,1.34708435,103.7536483
2020-01,bukit batok,5 room,07 to 09,149,model a,1985,64 years 06 months,578500,202 bukit batok street 21,1.3466859,103.7484317
2020-01,bukit batok,5 room,04 to 06,121,improved,1997,76 years 10 months,490000,288g bukit batok street 25,1.34512645,103.7596771
2020-01,bukit batok,5 room,04 to 06,122,improved,1986,65 years 10 months,388000,325 bukit batok street 33,1.3624117,103.7471767
2020-01,bukit batok,5 room,22 to 24,118,improved,2004,83 years 09 months,570000,392 bukit batok west avenue 5,1.3586961,103.7516804
2020-01,bukit batok,5 room,25 to 27,118,improved,2004,83 years 10 months,575000,393 bukit batok west avenue 5,1.3586961,103.7516804
2020-01,bukit batok,5 room,10 to 12,110,improved,2005,84 years,517000,388 bukit batok west avenue 5,1.36482315,103.752226
2020-01,bukit batok,5 room,22 to 24,118,improved,2004,83 years 10 months,548000,390 bukit batok west avenue 5,1.3586961,103.7516804
2020-01,bukit batok,5 room,01 to 03,132,model a,1985,64 years 01 month,485000,110 bukit batok west avenue 6,1.3521623,103.745313
2020-01,bukit batok,5 room,25 to 27,134,model a,1985,64 years 04 months,540000,172 bukit batok west avenue 8,1.3584397,103.7419916
2020-01,bukit batok,executive,13 to 15,150,maisonette,1985,64 years 06 months,650000,122 bukit batok central,1.3519289,103.7471401
2020-01,bukit batok,executive,07 to 09,149,maisonette,1985,64 years 05 months,575000,223 bukit batok east avenue 3,1.34795855,103.7535644
2020-01,bukit batok,executive,07 to 09,148,maisonette,1984,64 years,570000,141 bukit batok street 11,1.35037275,103.7433906
2020-01,bukit batok,executive,10 to 12,155,maisonette,1984,63 years 11 months,680000,141 bukit batok street 11,1.35037275,103.7433906
2020-01,bukit batok,executive,10 to 12,150,maisonette,1984,63 years 10 months,708000,140 bukit batok street 11,1.35081015,103.7437557
2020-01,bukit batok,executive,04 to 06,142,apartment,1984,63 years 11 months,580000,141 bukit batok street 11,1.35037275,103.7433906
2020-01,bukit batok,executive,07 to 09,144,apartment,1997,77 years,720000,289b bukit batok street 25,1.34398395,103.7606753
2020-01,bukit merah,2 room,10 to 12,35,standard,1971,50 years 06 months,205000,2 jalan bukit ho swee,1.28727415,103.8318959
2020-01,bukit merah,2 room,10 to 12,47,standard,1967,46 years 05 months,195000,28 jalan bukit merah,1.2822832,103.8230545
2020-01,bukit merah,2 room,07 to 09,47,model a,2013,92 years 02 months,405000,127c kim tian road,1.2829865,103.8265628
2020-01,bukit merah,3 room,25 to 27,62,model a,2016,95 years,685000,10a boon tiong road,1.2864777,103.8326547
2020-01,bukit merah,3 room,22 to 24,62,model a,2016,95 years,700000,10b boon tiong road,1.2864777,103.8326547
2020-01,bukit merah,3 room,04 to 06,67,standard,1969,48 years 06 months,330000,22 havelock road,51.43610763,0.356014341
2020-01,bukit merah,3 room,04 to 06,69,model a,2013,92 years 04 months,590000,52 havelock road,51.4362803,0.3550605
2020-01,bukit merah,3 room,10 to 12,65,improved,1975,54 years,300000,105 henderson cres,44.14599469,-79.88284876
2020-01,bukit merah,3 room,07 to 09,76,improved,1976,55 years,298000,131 jalan bukit merah,1.2822832,103.8230545
2020-01,bukit merah,3 room,04 to 06,58,standard,1969,48 years 07 months,311000,28 jalan klinik,3.0036651,101.5083833
2020-01,bukit merah,3 room,01 to 03,58,standard,1969,48 years 06 months,265000,28 jalan klinik,3.0036651,101.5083833
2020-01,bukit merah,3 room,04 to 06,58,standard,1969,48 years 06 months,300000,30 jalan klinik,3.0036651,101.5083833
2020-01,bukit merah,3 room,16 to 18,60,model a,2008,88 years,526000,26a jalan membina,1.2821324,103.8255718
2020-01,bukit merah,3 room,13 to 15,60,model a,2009,88 years,543000,26c jalan membina,1.28271825,103.8252453
2020-01,bukit merah,3 room,28 to 30,62,model a,2013,92 years 02 months,588000,127a kim tian road,1.2819979,103.8296549
2020-01,bukit merah,3 room,07 to 09,62,model a,2013,92 years 01 month,480000,127c kim tian road,1.2829865,103.8265628
2020-01,bukit merah,3 room,34 to 36,62,model a,2013,92 years 01 month,600000,127a kim tian road,1.2819979,103.8296549
2020-01,bukit merah,3 room,10 to 12,82,new generation,1982,61 years 09 months,420000,148 silat avenue,1.2768794,103.8308872
2020-01,bukit merah,3 room,01 to 03,65,improved,1976,55 years,310000,46 telok blangah drive,1.2715752,103.8099378
2020-01,bukit merah,3 room,04 to 06,73,new generation,1976,55 years 08 months,335000,62 telok blangah heights,1.274899,103.8146719
2020-01,bukit merah,3 room,10 to 12,59,improved,1976,55 years 03 months,266000,42 telok blangah rise,1.2709197,103.8227725
2020-01,bukit merah,3 room,04 to 06,59,improved,1976,55 years 03 months,242000,42 telok blangah rise,1.2709197,103.8227725
2020-01,bukit merah,3 room,13 to 15,68,premium apartment,2013,92 years 08 months,575000,80c telok blangah street 31,1.2735167,103.80725
2020-01,bukit merah,3 room,13 to 15,67,premium apartment,2013,92 years 07 months,608888,80b telok blangah street 31,1.27342865,103.8070018
2020-01,bukit merah,3 room,10 to 12,59,improved,1976,55 years 04 months,278000,33 telok blangah way,1.27419135,103.8224397
2020-01,bukit merah,3 room,04 to 06,88,standard,1973,52 years,540000,18 tiong bahru road,1.2859489,103.8301671
2020-01,bukit merah,3 room,04 to 06,88,standard,1973,52 years,580000,20 tiong bahru road,1.2859489,103.8301671
2020-01,bukit merah,3 room,01 to 03,88,standard,1973,52 years,585000,20 tiong bahru road,1.2859489,103.8301671
2020-01,bukit merah,4 room,16 to 18,93,model a,2016,95 years,1008000,10a boon tiong road,1.2864777,103.8326547
2020-01,bukit merah,4 room,31 to 33,92,model a,2016,95 years,968000,10a boon tiong road,1.2864777,103.8326547
2020-01,bukit merah,4 room,13 to 15,100,model a,2005,84 years 09 months,838000,6b boon tiong road,1.2864777,103.8326547
2020-01,bukit merah,4 room,10 to 12,90,model a,2003,82 years,770000,17 cantonment close,1.2738203,103.8398832
2020-01,bukit merah,4 room,07 to 09,91,new generation,1985,64 years 09 months,606000,4 delta avenue,10.309083,-61.434931
2020-01,bukit merah,4 room,01 to 03,94,model a,2013,92 years 05 months,718000,52 havelock road,51.4362803,0.3550605
2020-01,bukit merah,4 room,04 to 06,108,model a,1996,75 years 10 months,590000,12 jalan bukit merah,1.287542,103.807162
2020-01,bukit merah,4 room,01 to 03,90,model a,2003,82 years,588000,118a jalan membina,1.28153045,103.8255911
2020-01,bukit merah,4 room,07 to 09,91,model a,2003,82 years,680000,118d jalan membina,1.2825316,103.8269106
2020-01,bukit merah,4 room,01 to 03,85,model a,2008,87 years 11 months,640000,27a jalan membina,1.28223555,103.824624
2020-01,bukit merah,4 room,04 to 06,92,model a,2003,82 years,640000,118a jalan membina,1.28153045,103.8255911
2020-01,bukit merah,4 room,16 to 18,93,model a,2013,92 years 02 months,758000,127c kim tian road,1.2829865,103.8265628
2020-01,bukit merah,4 room,16 to 18,101,model a,2001,80 years 10 months,728888,63a lengkok bahru,1.28970785,103.8152855
2020-01,bukit merah,4 room,01 to 03,100,model a,2001,80 years 07 months,622500,70 redhill close,1.286483,103.8169289
2020-01,bukit merah,4 room,25 to 27,100,model a,2005,85 years,810000,75a redhill road,1.2875873,103.8172676
2020-01,bukit merah,4 room,19 to 21,100,model a,2005,84 years 11 months,790000,76a redhill road,1.2875873,103.8172676
2020-01,bukit merah,4 room,01 to 03,98,new generation,1978,57 years 06 months,460000,50 telok blangah drive,1.2727535,103.8097682
2020-01,bukit merah,4 room,07 to 09,91,new generation,1976,55 years 09 months,445000,56 telok blangah heights,1.27425325,103.8125695
2020-01,bukit merah,5 room,04 to 06,112,improved,2016,95 years,980000,9a boon tiong road,1.2864777,103.8326547
2020-01,bukit merah,5 room,16 to 18,138,model a,1985,64 years 02 months,735000,115 bukit purmei road,1.273715,103.8259825
2020-01,bukit merah,5 room,13 to 15,110,improved,2003,82 years,970000,13 cantonment close,1.274708,103.840528
2020-01,bukit merah,5 room,25 to 27,115,improved,2000,79 years 06 months,696888,104a depot road,41.23838145,-72.99915681
2020-01,bukit merah,5 room,28 to 30,110,improved,2003,82 years,888000,118b jalan membina,1.2818998,103.8259484
2020-01,bukit merah,5 room,19 to 21,115,improved,2001,80 years 02 months,810000,121 kim tian place,51.3841865,20.28408683
2020-01,bukit merah,5 room,19 to 21,115,improved,2001,80 years 02 months,880000,120a kim tian place,51.3841865,20.28408683
2020-01,bukit merah,5 room,04 to 06,114,improved,2001,80 years 01 month,825000,121 kim tian place,51.3841865,20.28408683
2020-01,bukit merah,5 room,25 to 27,110,improved,2002,81 years 11 months,825000,119b kim tian road,1.2831479,103.8261483
2020-01,bukit merah,5 room,07 to 09,122,improved,1986,65 years 07 months,628000,48 lengkok bahru,1.28716635,103.8113353
2020-01,bukit merah,5 room,16 to 18,115,improved,2001,80 years 02 months,845888,68 redhill close,1.288666,103.8179907
2020-01,bukit merah,5 room,07 to 09,126,improved,1995,74 years,830000,87 redhill close,1.288666,103.8179907
2020-01,bukit merah,5 room,22 to 24,123,standard,1976,55 years 10 months,825000,48 telok blangah drive,1.2723789,103.8106641
2020-01,bukit merah,5 room,07 to 09,110,improved,2003,82 years 02 months,730000,88 telok blangah heights,1.2774536,103.8082671
2020-01,bukit merah,5 room,25 to 27,117,standard,1976,55 years 08 months,580000,37 telok blangah rise,1.27270945,103.8228726
2020-01,bukit panjang,2 room,13 to 15,47,model a,2015,94 years 06 months,230000,547c segar road,1.38854415,103.7688909
2020-01,bukit panjang,2 room,13 to 15,47,model a,2014,93 years 11 months,235800,488 segar road,1.38956815,103.7712825
2020-01,bukit panjang,3 room,01 to 03,73,model a,1988,67 years 10 months,250000,250 bangkit road,1.3770765,103.7736992
2020-01,bukit panjang,3 room,16 to 18,68,model a,2015,94 years 11 months,320000,454 fajar road,1.3844996,103.7712724
2020-01,bukit panjang,3 room,04 to 06,68,model a,2015,94 years 11 months,315000,454 fajar road,1.3844996,103.7712724
